"name","lat","lon","event_name","attendance_count","yes_rsvp_count","group_name","event_datetime","link"
"Ideal Bar and Grill",36.96272659301758,-122.02314758300781,"Beer and roller coasters in Santa Cruz!",2,2,"Happy Hour Club","2008-08-23 11:45:00","https://www.meetup.com/sfbeerclub/"
,,,"Save the date! Its time to go Bowling!",0,38,"20/30-Something South Bay Meetup","2008-08-24 14:30:00","https://www.meetup.com/20-30-Something/"
,,,"Let's Play Pool - Ladies Play Free!",0,84,"20/30-Something South Bay Meetup","2008-08-25 20:00:00","https://www.meetup.com/20-30-Something/"
"Rogue Ales Public House",37.80027389526367,-122.41062927246094,"Beer Club @ Rogue Ale House",7,8,"Happy Hour Club","2008-08-28 19:00:00","https://www.meetup.com/sfbeerclub/"
"LION & COMPASS",37.39846420288086,-122.01195526123047,"Hot Summer Night Dance w/optional Dinner",7,7,"SF Bay Area Singles Events","2008-08-29 19:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"Still lookin' for something to do tonight?  Come see my friend's band play! ",0,7,"20/30-Something South Bay Meetup","2008-08-29 21:00:00","https://www.meetup.com/20-30-Something/"
,,,"Labor Day - Want to go to the Movies?",0,11,"20/30-Something South Bay Meetup","2008-09-01 17:30:00","https://www.meetup.com/20-30-Something/"
"Blondies Bar and No Grill",37.7642822265625,-122.42183685302734,"Beer Club @ Blondies Bar and No Grill",4,3,"Happy Hour Club","2008-10-09 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Wednesday Happy Hour at 83 Proof",14,14,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2008-09-03 18:00:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"Eddie Rickenbacker's",37.78767776489258,-122.39897918701172,"Beer Club @ Eddie Rickenbacker's",5,5,"Happy Hour Club","2008-09-04 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Music In The Park - The Last Goodnight",0,22,"20/30-Something South Bay Meetup","2008-09-04 18:00:00","https://www.meetup.com/20-30-Something/"
,,,"Must check out Red Mango",0,11,"20/30-Something South Bay Meetup","2008-09-07 20:30:00","https://www.meetup.com/20-30-Something/"
"Vesuvio",37.79754638671875,-122.40630340576172,"Beer Club @ Vesuvio",6,6,"Happy Hour Club","2008-09-11 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Let's go see Margaret Cho! ",0,7,"20/30-Something South Bay Meetup","2008-09-12 17:00:00","https://www.meetup.com/20-30-Something/"
,,,"The San Francisco Night Life 20s-30s September Meetup",0,5,"SF Fun & Outgoing SocialWised","2008-09-13 20:00:00","https://www.meetup.com/socialwisedSF/"
,,,"Let's have some dessert!",0,13,"20/30-Something South Bay Meetup","2008-09-14 20:30:00","https://www.meetup.com/20-30-Something/"
,,,"Augustana Part Deux (+ Counting Crows, Maroon 5)",0,13,"20/30-Something South Bay Meetup","2008-09-17 18:00:00","https://www.meetup.com/20-30-Something/"
,,,"Bay Area Asian American late 20s/30s Singles Group September Meetup",0,18,"Awesome Asian Americans!!!","2008-09-18 19:15:00","https://www.meetup.com/AsiansAmericans/"
,,,"Bouncing off the Walls - Again!",0,33,"20/30-Something South Bay Meetup","2008-09-18 19:30:00","https://www.meetup.com/20-30-Something/"
,,,"END OF SUMMER BALL with Optional Progressive Dinner",1,1,"SF Bay Area Singles Events","2008-09-19 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"Friday Happy Hour at Nihon",70,64,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2008-09-19 17:30:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"Beach Chalet",37.76896286010742,-122.51065826416016,"Weekend Beer Club @ The Park Chalet",8,8,"Happy Hour Club","2008-09-20 15:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Rock-n-Roll Karaoke & Happy Hour",0,33,"20/30-Something South Bay Meetup","2009-03-11 19:00:00","https://www.meetup.com/20-30-Something/"
,,,"Oakland Mark Group in the Dimond District",4,4,"Bay Area Mark Groups","2010-12-07 19:00:00","https://www.meetup.com/BayAreaMarkGroups/"
"The Center",37.7962532043457,-122.40345764160156,"HAI Singles Event",9,9,"HAI Global: San Francisco","2008-09-20 19:00:00","https://www.meetup.com/hai-san-francisco/"
,,,"Singles Lock & Key Dance Party in SF 9/20",18,18,"The San Francisco Singles Social Group (40s & 50s)","2008-09-20 20:00:00","https://www.meetup.com/SFSingles/"
,,,"Early Drinks After Work in SF 9/22 5:30 - 7pm",15,15,"The San Francisco Singles Social Group (40s & 50s)","2008-09-22 17:30:00","https://www.meetup.com/SFSingles/"
"The 500 Club",37.76317596435547,-122.42401885986328,"Beer Club @ The 500 Club",5,7,"Happy Hour Club","2008-09-25 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Singles Gathering at the Free Jazz Concert at the de Young Museum 9/28",34,34,"The San Francisco Singles Social Group (40s & 50s)","2008-09-28 14:30:00","https://www.meetup.com/SFSingles/"
,,,"Wednesday Night Video Game Smackdown + Mini-Golf",0,72,"20/30-Something South Bay Meetup","2008-10-01 19:00:00","https://www.meetup.com/20-30-Something/"
,,,"Thursday Happy Hour at Chaya Brasserie",9,11,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2008-10-02 18:00:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"The Cellar",37.78888702392578,-122.41169738769531,"YOUNG SINGLE PROFESSIONALS PARTY",2,2,"SF Bay Area Singles Events","2008-10-03 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"SF Lovefest 2008",108,108,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2008-10-04 12:30:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
,,,"Beer Club @ Lovefest",4,4,"Happy Hour Club","2008-10-04 12:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Start working on your Bi-ceps - We're going KAYAKING!",0,4,"20/30-Something South Bay Meetup","2008-10-04 13:00:00","https://www.meetup.com/20-30-Something/"
,,,"San Francisco International Dragon Boat Festival",0,6,"20/30-Something South Bay Meetup","2008-10-05 09:00:00","https://www.meetup.com/20-30-Something/"
,,,"Let's Play Pool - Ladies Play Free!",0,15,"20/30-Something South Bay Meetup","2008-10-06 21:30:00","https://www.meetup.com/20-30-Something/"
,,,"Fleet Week - 2 hour Sail Around the Bay & Fireworks Show!",0,17,"20/30-Something South Bay Meetup","2008-10-10 20:00:00","https://www.meetup.com/20-30-Something/"
,,,"Sunset Sail on a classic wooden sailboat w shared wine and snacks!",0,1,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2011-06-07 18:30:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"Sunset Sail on a wooden sailboat w shared wine and snacks and great peeps!",0,1,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2011-06-14 18:30:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"Fleet Week and Blue Angels at Pier 23",6,5,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2008-10-11 15:00:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
,,,"The San Francisco Night Life 20s-30s October Meetup",0,6,"SF Fun & Outgoing SocialWised","2008-10-11 21:00:00","https://www.meetup.com/socialwisedSF/"
,,,"San Francisco Fleet Week",0,16,"Awesome Asian Americans!!!","2008-10-12 12:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Let's check out the new California Academy of Sciences for free!",0,6,"20/30-Something South Bay Meetup","2008-10-15 11:00:00","https://www.meetup.com/20-30-Something/"
"Hobson's Choice",37.769832611083984,-122.44861602783203,"Beer Club @ Hobson's Choice",3,3,"Happy Hour Club","2008-10-16 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Laser Tag - Battle of the Sexes!",0,27,"20/30-Something South Bay Meetup","2008-10-16 19:00:00","https://www.meetup.com/20-30-Something/"
,,,"Young Single Professionals Party",6,6,"SF Bay Area Singles Events","2008-10-17 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"Friday night bar/lounge get together",0,6,"Awesome Asian Americans!!!","2008-10-17 20:30:00","https://www.meetup.com/AsiansAmericans/"
"Art Explosion",37.764461517333984,-122.40840911865234,"Art Explosion Studios Opening Reception - 10-17 - SF",34,34,"The San Francisco Singles Social Group (40s & 50s)","2008-10-17 19:00:00","https://www.meetup.com/SFSingles/"
,,,"Total Dive Lunch - Foster's Freeze",0,3,"20/30-Something South Bay Meetup","2008-10-18 13:00:00","https://www.meetup.com/20-30-Something/"
,,,"Free Opening Night of the Blue Earth, Green Earth Film Festival",0,7,"20/30-Something South Bay Meetup","2008-10-19 18:45:00","https://www.meetup.com/20-30-Something/"
"Toronado",37.772029876708984,-122.43123626708984,"Beer Club @ Toronado",4,4,"Happy Hour Club","2008-10-23 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Singles 30's Meetup",0,24,"Awesome Asian Americans!!!","2008-10-23 19:30:00","https://www.meetup.com/AsiansAmericans/"
"Make Out Room",37.75540542602539,-122.41932678222656,"Mortified - SF - 10/24/08",39,39,"The San Francisco Singles Social Group (40s & 50s)","2008-10-24 19:00:00","https://www.meetup.com/SFSingles/"
,,,"The Bay Area's Favorite Speed Dating For SINGLE PROFESSIONALS",1,1,"Your Asian Connection","2008-10-25 19:00:00","https://www.meetup.com/YourAsianConnection/"
,,,"2nd Annual Pumpkin Carving Contest",0,30,"20/30-Something South Bay Meetup","2008-10-25 20:00:00","https://www.meetup.com/20-30-Something/"
"The Tech Museum of Innovation",37.33198165893555,-121.89006805419922,"10-26  Leonardo da Vinci - 500 years into the future - San Jose",27,27,"The San Francisco Singles Social Group (40s & 50s)","2008-10-26 11:00:00","https://www.meetup.com/SFSingles/"
,,,"Scare Yourself @ TV's Most Famous Haunted House",0,18,"20/30-Something South Bay Meetup","2008-10-29 19:00:00","https://www.meetup.com/20-30-Something/"
"CPAA Arts Center",37.30863952636719,-122.01212310791016,"Halloween Singles Costume Dance Party (Live Band!!!)",2,2,"Your Asian Connection","2008-10-31 20:00:00","https://www.meetup.com/YourAsianConnection/"
"Rogue Ales Public House",37.80027389526367,-122.41062927246094,"Halloween Bar Crawl!",19,19,"Happy Hour Club","2008-10-31 18:30:00","https://www.meetup.com/sfbeerclub/"
,,,"Let's go to Live Rock Star Karaoke",0,5,"East Bay Ladies and Gents looking to meet (age 45+)","2011-08-03 20:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Nicolino's Garden Cafe",37.404075622558594,-121.98783874511719,"Halloween Dance with Optional Progressive Dinner",4,4,"SF Bay Area Singles Events","2008-10-31 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"Halloween Party",0,3,"Awesome Asian Americans!!!","2008-10-31 20:00:00","https://www.meetup.com/AsiansAmericans/"
"Alameda Elks Lodge - Library Room",37.76677322387695,-122.24398040771484,"11-1 Le Bal des Vampires - Alameda",1,6,"The San Francisco Singles Social Group (40s & 50s)","2008-11-01 19:00:00","https://www.meetup.com/SFSingles/"
,,,"Beer Club @ Day of the Dead",12,12,"Happy Hour Club","2008-11-02 18:30:00","https://www.meetup.com/sfbeerclub/"
,,,"Lunch. Then 'Porno.' Possibly the perfect Sunday?",0,18,"20/30-Something South Bay Meetup","2008-11-02 11:45:00","https://www.meetup.com/20-30-Something/"
,,,"Let's Play Pool - Ladies Play Free!",0,68,"20/30-Something South Bay Meetup","2008-11-03 20:00:00","https://www.meetup.com/20-30-Something/"
,,,"Praise Jeebus, the Election is Over! ((Happy Hour))",0,107,"20/30-Something South Bay Meetup","2008-11-04 18:30:00","https://www.meetup.com/20-30-Something/"
,,,"Post-Election Cocktails at La Mar",23,12,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2008-11-05 18:00:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"Picchetti Ranch Open Space Preserve",37.29602813720703,-122.08546447753906,"Hiking, Wine Tasting and Gourmet Lunch",3,3,"Your Asian Connection","2008-11-08 11:00:00","https://www.meetup.com/YourAsianConnection/"
,,,"The San Francisco Night Life 20s-30s November Meetup",0,4,"SF Fun & Outgoing SocialWised","2008-11-08 21:00:00","https://www.meetup.com/socialwisedSF/"
"Pro Arts Gallery",37.796966552734375,-122.27862548828125,"7th Annual Box Arts Benefit Auction - 11-8 - Oakland CANCELLED",3,3,"The San Francisco Singles Social Group (40s & 50s)","2008-11-08 18:00:00","https://www.meetup.com/SFSingles/"
"Private Home",37.381324768066406,-122.12186431884766,"Holiday Party in a Private Home in Los Altos (Members Only)",3,3,"Your Asian Connection","2008-12-05 20:00:00","https://www.meetup.com/YourAsianConnection/"
"Golden Gate Yacht Club",37.80743408203125,-122.4444351196289,"Yacht Club Dance with Light Dinner Buffet",1,1,"SF Bay Area Singles Events","2009-01-17 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"Singles Mixer-House Party",0,4,"Awesome Asian Americans!!!","2009-01-17 18:00:00","https://www.meetup.com/AsiansAmericans/"
"Palo Alto Bowl",37.40564727783203,-122.11824798583984,"Bowling Speed Dating and Pizza Night",2,2,"Your Asian Connection","2008-11-09 17:15:00","https://www.meetup.com/YourAsianConnection/"
"BJ's Restaurant",37.31346130371094,-122.03214263916016,"Big Party- Big Party! come have some drinks at BJ's ",11,9,"!Bay Area Fun Professionals and Friends!","2008-11-11 20:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
"Eddie Rickenbacker's",37.78767776489258,-122.39897918701172,"Beer Club @ Eddie Rickenbackers",5,6,"Happy Hour Club","2008-11-13 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Happy Hour!",0,18,"Awesome Asian Americans!!!","2008-11-13 20:00:00","https://www.meetup.com/AsiansAmericans/"
"Hilton Concord Hotel",37.97126388549805,-122.05429077148438,"Bay Area Singles Expo & Dance Party ",2,2,"Your Asian Connection","2008-11-14 19:00:00","https://www.meetup.com/YourAsianConnection/"
,,,"Intimate dinner for 12 ;-)",0,10,"Awesome Asian Americans!!!","2008-11-14 19:30:00","https://www.meetup.com/AsiansAmericans/"
"The Center",37.7962532043457,-122.40345764160156,"HAI Singles Event - An Alternative to Dating as Usual",6,6,"HAI Global: San Francisco","2008-11-15 19:00:00","https://www.meetup.com/hai-san-francisco/"
,,,"No Parole - The Marsh - SF 11-15",3,3,"The San Francisco Singles Social Group (40s & 50s)","2008-11-15 19:30:00","https://www.meetup.com/SFSingles/"
,,,"Trip to the CA Academy of Sciences(alcohol permitted)",0,9,"Awesome Asian Americans!!!","2008-11-16 12:00:00","https://www.meetup.com/AsiansAmericans/"
"Thirsty Bear",37.78565216064453,-122.39973449707031,"Beer Club @ Thirsty Bear",11,11,"Happy Hour Club","2008-11-20 18:30:00","https://www.meetup.com/sfbeerclub/"
"Zen Lounge",37.39310836791992,-122.07901763916016,"YOUNG SINGLE PROFESSIONALS  Holiday Paty",6,6,"SF Bay Area Singles Events","2008-12-05 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
"Fat City",37.771690368652344,-122.41378784179688,"The Nekyia Scorpio Showgrrrl Sublime - 11-20 - SF",5,7,"The San Francisco Singles Social Group (40s & 50s)","2008-11-20 19:45:00","https://www.meetup.com/SFSingles/"
"Tarragon Restaurant",37.37702178955078,-122.03005981445312,"BABY BOOMERS BASH with Optional Progressive Dinner -all ages invited",3,3,"SF Bay Area Singles Events","2008-11-21 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
"Stevens Creek Executive Park",37.32304382324219,-121.9827651977539,"The Bay Area's Favorite Speed Dating For SINGLE PROFESSIONALS",3,3,"Your Asian Connection","2008-11-22 18:30:00","https://www.meetup.com/YourAsianConnection/"
,,,"Sky High Sports (Trampoline Arena)",0,5,"Awesome Asian Americans!!!","2008-11-22 12:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Twilight the Movie",0,5,"Awesome Asian Americans!!!","2008-11-22 16:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Quantum Of Solace",0,72,"20/30-Something South Bay Meetup","2008-11-22 18:30:00","https://www.meetup.com/20-30-Something/"
"The New Zealander",37.771644592285156,-122.27659606933594,"Dinner and Pinball on 11/22",19,19,"The San Francisco Singles Social Group (40s & 50s)","2008-11-22 18:00:00","https://www.meetup.com/SFSingles/"
,,,"San Francisco's Run & Walk for the Hungry 5K & Mile",0,4,"20/30-Something South Bay Meetup","2008-11-23 08:30:00","https://www.meetup.com/20-30-Something/"
,,,"Be a kid again @ Dave & Busters!",0,79,"20/30-Something South Bay Meetup","2008-11-26 21:00:00","https://www.meetup.com/20-30-Something/"
,,,"Asian Art Museum and lunch",0,10,"Awesome Asian Americans!!!","2008-11-30 10:45:00","https://www.meetup.com/AsiansAmericans/"
,,,"Philosophy Cafe - Cafe Philosophique - berkeley - 12-3",10,10,"The San Francisco Singles Social Group (40s & 50s)","2008-12-03 19:30:00","https://www.meetup.com/SFSingles/"
,,,"Interracial Relationship Seminar",1,1,"Your Asian Connection","2008-12-04 19:30:00","https://www.meetup.com/YourAsianConnection/"
"Bollyhood Cafe",37.760433197021484,-122.41873168945312,"Beer Club @ Bollyhood Cafe",9,9,"Happy Hour Club","2008-12-11 18:45:00","https://www.meetup.com/sfbeerclub/"
,,,"Salsa, Salsa - 2 hours of FREE Salsa",0,2,"Awesome Asian Americans!!!","2008-12-11 19:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"CHRISTMAS Potluck & White Elephant Gifts Exchanging",5,5,"Your Asian Connection","2008-12-12 19:30:00","https://www.meetup.com/YourAsianConnection/"
,,,"My Birthday Party at Shanghai 1930",26,25,"Nob Hill, Russian Hill, North Beach, Pac Heights Happy Hours","2008-12-12 18:00:00","https://www.meetup.com/Nob-Russian-Pac-Heights-Happy-Hour/"
"Club Illusion ",37.42789077758789,-122.14401245117188,"Asian/American Singles Holiday Dinner Party & Keys and Locks Mixer ",2,2,"Your Asian Connection","2008-12-13 19:30:00","https://www.meetup.com/YourAsianConnection/"
,,,"The San Francisco Night Life 20s-30s December Meetup",0,7,"SF Fun & Outgoing SocialWised","2008-12-13 21:00:00","https://www.meetup.com/socialwisedSF/"
"Holiday Inn",37.36947250366211,-121.91278839111328,"Fantastic Christmas Asian/American Singles Speed Dating & Dance Party",4,4,"Your Asian Connection","2008-12-19 19:00:00","https://www.meetup.com/YourAsianConnection/"
,,,"Saxmas in the Park!",0,4,"20/30-Something South Bay Meetup","2008-12-20 14:00:00","https://www.meetup.com/20-30-Something/"
,,,"Bowling Blitz with Filipino Lunch",0,13,"Awesome Asian Americans!!!","2008-12-21 11:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Lets play pool!",0,15,"20/30-Something South Bay Meetup","2008-12-22 19:00:00","https://www.meetup.com/20-30-Something/"
"Willowtree Restaurant",37.700626373291016,-121.93255615234375,"2nd Annual Festivus Jubilee / Dinner and Comedy - Dublin - 12-23",4,8,"The San Francisco Singles Social Group (40s & 50s)","2008-12-23 17:30:00","https://www.meetup.com/SFSingles/"
"Stevens Creek Executive Park",37.32304382324219,-121.9827651977539,"Holiday Season Two Day Ski Bus Trip to Sierra and Kirkwood",3,3,"Your Asian Connection","2008-12-27 06:00:00","https://www.meetup.com/YourAsianConnection/"
,,,"SF Sketchfest @ The Dark Room",0,8,"20/30-Something South Bay Meetup","2009-01-17 20:30:00","https://www.meetup.com/20-30-Something/"
,,,"When the River runs through - Canoeing down the Russian River",0,20,"Awesome Asian Americans!!!","2011-08-21 10:00:00","https://www.meetup.com/AsiansAmericans/"
